gameId,playId,nflId,displayName,frameId,time,jerseyNumber,club,playDirection,x,y,s,a,dis,o,dir,event,possessionTeam,defensiveTeam,passResult,gameDate,homeTeamAbbr,visitorTeamAbbr
2022090800,2072,35472.0,Rodger Saffold,13,2022-09-08 21:57:53.299999,76.0,BUF,left,57.05,21.25,2.03,2.13,0.2,267.48,189.02,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,14,2022-09-08 21:57:53.400000,76.0,BUF,left,57.02,21.03,2.26,1.48,0.22,267.48,188.35,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,15,2022-09-08 21:57:53.500000,76.0,BUF,left,56.99,20.78,2.49,0.99,0.25,271.02,187.24,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,16,2022-09-08 21:57:53.599999,76.0,BUF,left,56.96,20.52,2.59,0.45,0.26,271.02,186.7,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,17,2022-09-08 21:57:53.700000,76.0,BUF,left,56.95,20.24,2.73,0.43,0.29,271.65,184.23,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,18,2022-09-08 21:57:53.799999,76.0,BUF,left,56.94,19.95,2.81,0.55,0.29,270.58,182.65,handoff,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,19,2022-09-08 21:57:53.900000,76.0,BUF,left,56.93,19.62,3.0,0.59,0.33,276.1,180.89,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,20,2022-09-08 21:57:54.000000,76.0,BUF,left,56.93,19.29,3.1,0.57,0.33,277.39,180.24,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,21,2022-09-08 21:57:54.099999,76.0,BUF,left,56.92,18.95,3.2,0.57,0.34,275.59,179.82,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,22,2022-09-08 21:57:54.200000,76.0,BUF,left,56.93,18.63,3.14,0.68,0.32,276.54,179.35,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,23,2022-09-08 21:57:54.299999,76.0,BUF,left,56.93,18.3,3.16,0.85,0.33,278.05,179.03,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,24,2022-09-08 21:57:54.400000,76.0,BUF,left,56.94,17.95,3.22,0.76,0.35,284.73,178.34,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,25,2022-09-08 21:57:54.500000,76.0,BUF,left,56.95,17.63,3.13,1.18,0.32,285.84,178.1,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,26,2022-09-08 21:57:54.599999,76.0,BUF,left,56.95,17.28,3.16,1.31,0.36,286.82,179.11,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,27,2022-09-08 21:57:54.700000,76.0,BUF,left,56.92,16.9,3.26,1.32,0.38,280.99,181.37,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,28,2022-09-08 21:57:54.799999,76.0,BUF,left,56.9,16.54,3.24,1.13,0.36,280.36,182.16,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,29,2022-09-08 21:57:54.900000,76.0,BUF,left,56.89,16.23,3.2,0.78,0.31,280.36,182.84,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,30,2022-09-08 21:57:55.000000,76.0,BUF,left,56.87,15.92,3.16,1.07,0.31,289.76,185.0,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,31,2022-09-08 21:57:55.099999,76.0,BUF,left,56.81,15.61,3.08,1.45,0.31,238.96,188.55,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,32,2022-09-08 21:57:55.200000,76.0,BUF,left,56.77,15.32,2.95,1.63,0.3,157.13,190.3,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,33,2022-09-08 21:57:55.299999,76.0,BUF,left,56.68,15.06,2.68,2.11,0.27,123.09,194.74,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,34,2022-09-08 21:57:55.400000,76.0,BUF,left,56.61,14.85,2.31,2.51,0.22,145.45,198.32,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,35,2022-09-08 21:57:55.500000,76.0,BUF,left,56.54,14.64,2.08,2.51,0.22,145.45,201.01,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,36,2022-09-08 21:57:55.599999,76.0,BUF,left,56.46,14.47,1.81,2.58,0.19,129.18,204.0,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,37,2022-09-08 21:57:55.700000,76.0,BUF,left,56.39,14.32,1.58,2.3,0.17,131.8,207.06,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,38,2022-09-08 21:57:55.799999,76.0,BUF,left,56.42,14.39,0.64,3.42,0.08,117.21,215.4,first_contact,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,39,2022-09-08 21:57:55.900000,76.0,BUF,left,56.37,14.36,0.35,3.12,0.05,124.89,245.03,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,40,2022-09-08 21:57:56.000000,76.0,BUF,left,56.34,14.36,0.26,2.52,0.03,125.98,295.86,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,41,2022-09-08 21:57:56.099999,76.0,BUF,left,56.31,14.44,0.65,2.41,0.09,145.96,346.07,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,42,2022-09-08 21:57:56.200000,76.0,BUF,left,56.3,14.52,0.92,2.08,0.08,170.4,353.2,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,43,2022-09-08 21:57:56.299999,76.0,BUF,left,56.29,14.63,1.12,1.57,0.11,177.0,357.57,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,44,2022-09-08 21:57:56.400000,76.0,BUF,left,56.29,14.74,1.24,0.97,0.12,197.95,0.21,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,45,2022-09-08 21:57:56.500000,76.0,BUF,left,56.29,14.88,1.46,0.64,0.13,198.68,354.5,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,46,2022-09-08 21:57:56.599999,76.0,BUF,left,56.27,15.02,1.4,0.35,0.15,198.68,353.02,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,47,2022-09-08 21:57:56.700000,76.0,BUF,left,56.25,15.16,1.27,0.68,0.14,202.17,349.36,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,48,2022-09-08 21:57:56.799999,76.0,BUF,left,56.23,15.27,1.13,0.94,0.12,199.45,348.29,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,49,2022-09-08 21:57:56.900000,76.0,BUF,left,56.21,15.37,0.97,1.1,0.1,198.83,348.11,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,50,2022-09-08 21:57:57.000000,76.0,BUF,left,56.2,15.46,0.8,1.15,0.08,196.04,348.79,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,51,2022-09-08 21:57:57.099999,76.0,BUF,left,56.19,15.51,0.57,1.24,0.05,194.19,354.14,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,52,2022-09-08 21:57:57.200000,76.0,BUF,left,56.2,15.55,0.37,1.4,0.04,189.97,3.18,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,53,2022-09-08 21:57:57.299999,76.0,BUF,left,56.21,15.57,0.23,1.36,0.03,188.24,21.05,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,54,2022-09-08 21:57:57.400000,76.0,BUF,left,56.22,15.58,0.16,1.16,0.02,186.18,66.98,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,55,2022-09-08 21:57:57.500000,76.0,BUF,left,56.24,15.57,0.23,1.03,0.02,186.18,106.92,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,56,2022-09-08 21:57:57.599999,76.0,BUF,left,56.26,15.56,0.3,0.88,0.02,182.64,126.58,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,57,2022-09-08 21:57:57.700000,76.0,BUF,left,56.28,15.53,0.37,0.73,0.03,182.64,140.81,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,58,2022-09-08 21:57:57.799999,76.0,BUF,left,56.3,15.5,0.4,0.51,0.04,182.04,151.67,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,59,2022-09-08 21:57:57.900000,76.0,BUF,left,56.31,15.46,0.43,0.39,0.04,182.04,156.87,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,60,2022-09-08 21:57:58.000000,76.0,BUF,left,56.32,15.41,0.52,0.52,0.05,184.2,167.82,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,61,2022-09-08 21:57:58.099999,76.0,BUF,left,56.33,15.36,0.52,0.42,0.05,185.92,173.4,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,62,2022-09-08 21:57:58.200000,76.0,BUF,left,56.33,15.31,0.52,0.4,0.05,185.92,181.81,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,63,2022-09-08 21:57:58.299999,76.0,BUF,left,56.32,15.26,0.52,0.43,0.05,185.27,190.92,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,64,2022-09-08 21:57:58.400000,76.0,BUF,left,56.29,15.21,0.5,0.57,0.05,189.96,203.8,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,65,2022-09-08 21:57:58.500000,76.0,BUF,left,56.27,15.17,0.5,0.66,0.05,194.28,213.36,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,66,2022-09-08 21:57:58.599999,76.0,BUF,left,56.23,15.13,0.52,0.69,0.05,199.02,223.35,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,67,2022-09-08 21:57:58.700000,76.0,BUF,left,56.19,15.09,0.55,0.58,0.06,202.62,231.07,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,68,2022-09-08 21:57:58.799999,76.0,BUF,left,56.15,15.06,0.56,0.52,0.06,207.42,237.83,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,69,2022-09-08 21:57:58.900000,76.0,BUF,left,56.1,15.03,0.57,0.41,0.06,213.7,241.83,tackle,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,70,2022-09-08 21:57:59.000000,76.0,BUF,left,56.04,15.0,0.59,0.28,0.06,218.98,244.17,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,71,2022-09-08 21:57:59.099999,76.0,BUF,left,55.99,14.98,0.57,0.27,0.06,225.26,247.72,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,72,2022-09-08 21:57:59.200000,76.0,BUF,left,55.95,14.94,0.52,0.32,0.05,225.88,236.91,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,35472.0,Rodger Saffold,73,2022-09-08 21:57:59.299999,76.0,BUF,left,55.93,14.9,0.47,0.7,0.05,227.11,219.32,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,1,2022-09-08 21:57:52.099999,45.0,LA,left,52.25,22.69,0.02,0.02,0.0,83.64,84.52,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,2,2022-09-08 21:57:52.200000,45.0,LA,left,52.26,22.69,0.02,0.02,0.01,82.01,86.64,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,3,2022-09-08 21:57:52.299999,45.0,LA,left,52.26,22.68,0.02,0.02,0.01,82.01,92.51,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,4,2022-09-08 21:57:52.400000,45.0,LA,left,52.26,22.65,0.01,0.02,0.02,82.01,108.5,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,5,2022-09-08 21:57:52.500000,45.0,LA,left,52.26,22.64,0.01,0.02,0.01,82.01,116.06,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,6,2022-09-08 21:57:52.599999,45.0,LA,left,52.26,22.63,0.05,0.84,0.01,82.01,165.73,ball_snap,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,7,2022-09-08 21:57:52.700000,45.0,LA,left,52.26,22.62,0.15,1.06,0.01,80.89,173.49,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,8,2022-09-08 21:57:52.799999,45.0,LA,left,52.27,22.59,0.33,1.52,0.03,80.89,167.86,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,9,2022-09-08 21:57:52.900000,45.0,LA,left,52.3,22.53,0.7,2.25,0.07,79.37,160.46,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,10,2022-09-08 21:57:53.000000,45.0,LA,left,52.33,22.45,0.99,2.55,0.09,78.04,157.4,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,11,2022-09-08 21:57:53.099999,45.0,LA,left,52.38,22.34,1.28,2.41,0.12,78.69,156.71,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,12,2022-09-08 21:57:53.200000,45.0,LA,left,52.45,22.21,1.58,2.42,0.15,76.8,153.4,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,13,2022-09-08 21:57:53.299999,45.0,LA,left,52.55,22.03,2.02,3.31,0.2,75.23,148.99,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,14,2022-09-08 21:57:53.400000,45.0,LA,left,52.67,21.85,2.41,3.37,0.22,78.2,147.35,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,15,2022-09-08 21:57:53.500000,45.0,LA,left,52.81,21.62,2.79,3.06,0.26,82.45,146.98,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,16,2022-09-08 21:57:53.599999,45.0,LA,left,52.97,21.37,3.16,2.81,0.3,89.99,148.27,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,17,2022-09-08 21:57:53.700000,45.0,LA,left,53.14,21.09,3.49,2.56,0.33,95.26,149.72,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,18,2022-09-08 21:57:53.799999,45.0,LA,left,53.32,20.77,3.81,2.48,0.36,100.69,151.95,handoff,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,19,2022-09-08 21:57:53.900000,45.0,LA,left,53.5,20.42,4.14,2.31,0.4,109.92,152.64,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,20,2022-09-08 21:57:54.000000,45.0,LA,left,53.69,20.03,4.41,2.18,0.43,118.28,155.9,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,21,2022-09-08 21:57:54.099999,45.0,LA,left,53.86,19.62,4.59,1.87,0.45,122.56,158.0,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,22,2022-09-08 21:57:54.200000,45.0,LA,left,54.04,19.18,4.83,1.56,0.48,125.05,158.96,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,23,2022-09-08 21:57:54.299999,45.0,LA,left,54.22,18.71,5.03,1.22,0.5,132.06,159.46,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,24,2022-09-08 21:57:54.400000,45.0,LA,left,54.39,18.23,5.13,0.87,0.51,134.4,160.49,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,25,2022-09-08 21:57:54.500000,45.0,LA,left,54.56,17.75,5.13,0.47,0.51,136.56,160.82,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,26,2022-09-08 21:57:54.599999,45.0,LA,left,54.73,17.27,5.12,0.44,0.51,138.57,160.84,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,27,2022-09-08 21:57:54.700000,45.0,LA,left,54.92,16.76,5.28,0.11,0.54,136.85,160.57,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,28,2022-09-08 21:57:54.799999,45.0,LA,left,55.1,16.26,5.32,0.17,0.53,135.95,160.6,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,29,2022-09-08 21:57:54.900000,45.0,LA,left,55.28,15.75,5.36,0.27,0.54,132.97,160.54,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,30,2022-09-08 21:57:55.000000,45.0,LA,left,55.47,15.24,5.4,0.42,0.55,129.95,159.64,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,31,2022-09-08 21:57:55.099999,45.0,LA,left,55.66,14.73,5.44,0.48,0.55,125.46,159.03,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,32,2022-09-08 21:57:55.200000,45.0,LA,left,55.87,14.21,5.5,0.56,0.55,122.45,158.24,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,33,2022-09-08 21:57:55.299999,45.0,LA,left,56.07,13.7,5.47,0.67,0.55,120.13,157.67,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,34,2022-09-08 21:57:55.400000,45.0,LA,left,56.27,13.22,5.29,1.1,0.53,115.43,157.57,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,35,2022-09-08 21:57:55.500000,45.0,LA,left,56.46,12.73,5.19,1.28,0.53,116.86,158.09,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,36,2022-09-08 21:57:55.599999,45.0,LA,left,56.6,12.24,5.01,2.05,0.51,125.03,162.79,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,37,2022-09-08 21:57:55.700000,45.0,LA,left,56.74,11.76,4.85,3.12,0.49,123.31,165.98,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,38,2022-09-08 21:57:55.799999,45.0,LA,left,56.83,11.29,4.66,3.71,0.48,119.85,171.23,first_contact,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,39,2022-09-08 21:57:55.900000,45.0,LA,left,56.89,10.84,4.51,4.25,0.46,125.55,176.72,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,40,2022-09-08 21:57:56.000000,45.0,LA,left,56.9,10.4,4.33,4.15,0.44,134.96,182.53,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,41,2022-09-08 21:57:56.099999,45.0,LA,left,56.86,9.97,4.28,3.8,0.43,136.19,188.07,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,42,2022-09-08 21:57:56.200000,45.0,LA,left,56.78,9.56,4.21,3.19,0.42,135.0,192.25,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,43,2022-09-08 21:57:56.299999,45.0,LA,left,56.68,9.16,4.1,2.62,0.41,132.12,195.4,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,44,2022-09-08 21:57:56.400000,45.0,LA,left,56.56,8.77,4.0,2.26,0.4,127.82,198.51,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,45,2022-09-08 21:57:56.500000,45.0,LA,left,56.43,8.41,3.84,2.11,0.39,124.98,201.58,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,46,2022-09-08 21:57:56.599999,45.0,LA,left,56.28,8.06,3.73,1.97,0.38,117.53,204.45,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,47,2022-09-08 21:57:56.700000,45.0,LA,left,56.13,7.7,3.71,1.48,0.38,111.66,204.67,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,48,2022-09-08 21:57:56.799999,45.0,LA,left,55.99,7.35,3.65,1.21,0.38,101.54,204.48,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,49,2022-09-08 21:57:56.900000,45.0,LA,left,55.85,7.02,3.57,1.05,0.36,93.32,203.43,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,50,2022-09-08 21:57:57.000000,45.0,LA,left,55.71,6.69,3.48,1.11,0.35,86.12,202.34,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,51,2022-09-08 21:57:57.099999,45.0,LA,left,55.59,6.38,3.33,1.56,0.34,75.25,200.93,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,52,2022-09-08 21:57:57.200000,45.0,LA,left,55.48,6.07,3.15,1.84,0.33,67.56,198.75,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,53,2022-09-08 21:57:57.299999,45.0,LA,left,55.38,5.78,2.93,2.09,0.31,60.1,196.76,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,54,2022-09-08 21:57:57.400000,45.0,LA,left,55.31,5.51,2.71,2.14,0.28,50.57,194.61,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,55,2022-09-08 21:57:57.500000,45.0,LA,left,55.25,5.25,2.56,1.99,0.27,45.72,192.05,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,56,2022-09-08 21:57:57.599999,45.0,LA,left,55.19,5.02,2.34,1.91,0.24,42.77,191.22,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,57,2022-09-08 21:57:57.700000,45.0,LA,left,55.15,4.81,2.09,1.94,0.22,41.81,189.77,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,58,2022-09-08 21:57:57.799999,45.0,LA,left,55.13,4.6,1.93,1.85,0.2,40.0,185.46,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,59,2022-09-08 21:57:57.900000,45.0,LA,left,55.17,4.4,1.86,2.05,0.2,26.26,173.02,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,60,2022-09-08 21:57:58.000000,45.0,LA,left,55.22,4.21,1.85,1.88,0.2,19.54,165.97,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,61,2022-09-08 21:57:58.099999,45.0,LA,left,55.28,4.03,1.85,1.84,0.19,10.33,159.11,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,62,2022-09-08 21:57:58.200000,45.0,LA,left,55.36,3.86,1.88,1.88,0.19,1.62,152.16,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,63,2022-09-08 21:57:58.299999,45.0,LA,left,55.47,3.69,2.01,2.12,0.19,352.5,145.37,,BUF,LA,,09/08/2022,LA,BUF
2022090800,2072,38577.0,Bobby Wagner,64,2022-09-08 21:57:58.400000,45.0,LA,left,55.6,3.52,2.21,2.15,0.21,343.79,139.47,,BUF,LA,,09/08/2022,LA,BUF
